T1,T2,T3,FAR,FRR,EER
1.500,0.060,58,10.44,45.56,28.00
1.500,0.070,73,12.18,45.78,28.98
1.500,0.080,93,12.62,46.22,29.42
1.500,0.090,116,11.53,49.56,30.54
1.500,0.100,127,18.76,45.78,32.27
1.500,0.110,156,13.69,50.89,32.29
1.500,0.120,165,22.13,44.00,33.07
1.600,0.010,4,3.16,55.33,29.24
1.600,0.020,9,9.29,45.33,27.31
1.600,0.030,16,11.69,41.56,26.62
1.600,0.040,30,7.73,47.78,27.76
1.600,0.050,42,11.07,45.78,28.42
1.600,0.060,58,12.62,44.44,28.53
1.600,0.070,75,13.29,46.00,29.64
1.600,0.080,95,13.93,46.22,30.08
1.600,0.090,107,21.18,41.33,31.26
1.600,0.100,146,10.27,55.33,32.80
1.600,0.110,157,16.62,49.78,33.20
1.600,0.120,168,24.51,42.89,33.70
1.700,0.010,5,3.04,55.56,29.30
1.700,0.020,10,8.22,46.22,27.22
1.700,0.030,16,12.64,40.89,26.77
1.700,0.040,30,8.73,47.11,27.92
1.700,0.050,43,12.00,45.33,28.67
1.700,0.060,61,11.69,46.00,28.84
1.700,0.070,78,13.18,46.67,29.92
1.700,0.080,99,13.62,47.78,30.70
1.700,0.090,110,22.02,41.33,31.68
1.700,0.100,147,12.20,54.22,33.21
1.700,0.110,155,21.27,45.11,33.19
1.700,0.120,195,10.51,58.22,34.37
1.800,0.010,5,3.16,55.56,29.36
1.800,0.020,10,8.42,46.00,27.21
1.800,0.030,17,11.47,42.00,26.73
1.800,0.040,30,9.84,46.00,27.92
1.800,0.050,42,14.42,42.89,28.66
1.800,0.060,65,10.04,48.22,29.13
1.800,0.070,88,8.44,51.78,30.11
1.800,0.080,100,15.49,46.00,30.74
1.800,0.090,123,15.11,49.11,32.11
1.800,0.100,155,10.44,55.33,32.89
1.800,0.110,172,13.89,53.78,33.83
1.800,0.120,193,14.29,54.44,34.37
1.900,0.010,4,3.47,55.33,29.40
1.900,0.020,10,8.82,45.78,27.30
1.900,0.030,17,12.44,42.00,27.22
1.900,0.040,29,12.33,44.00,28.17
1.900,0.050,43,14.96,42.67,28.81
1.900,0.060,66,10.98,47.11,29.04
1.900,0.070,82,14.51,46.22,30.37
1.900,0.080,104,14.87,47.11,30.99
1.900,0.090,139,8.31,56.22,32.27
1.900,0.100,160,9.89,55.78,32.83
1.900,0.110,176,13.87,53.78,33.82
1.900,0.120,205,10.73,57.78,34.26
