T1,T2,T3,FAR,FRR,EER
1.300,0.030,15,5.31,43.33,24.32
1.300,0.040,22,7.33,41.11,24.22
1.300,0.050,34,6.53,41.33,23.93
1.300,0.060,44,9.69,39.11,24.40
1.300,0.070,60,8.18,41.56,24.87
1.300,0.080,65,17.64,32.67,25.16
1.300,0.090,83,15.20,35.33,25.27
1.300,0.100,106,10.16,40.22,25.19
1.300,0.110,119,13.73,37.33,25.53
1.300,0.120,133,16.02,34.22,25.12
1.400,0.010,8,0.91,58.00,29.46
1.400,0.020,10,4.27,48.22,26.24
1.400,0.030,15,6.00,43.11,24.56
1.400,0.040,22,8.62,39.56,24.09
1.400,0.050,36,6.20,43.11,24.66
1.400,0.060,44,12.04,37.78,24.91
1.400,0.070,60,10.29,40.44,25.37
1.400,0.080,67,18.93,32.44,25.69
1.400,0.090,92,10.91,38.89,24.90
1.400,0.100,112,9.64,40.00,24.82
1.400,0.110,127,11.18,39.33,25.26
1.400,0.120,137,17.00,34.00,25.50
1.500,0.010,4,2.96,55.56,29.26
1.500,0.020,10,4.58,47.56,26.07
1.500,0.030,15,6.91,41.56,24.23
1.500,0.040,24,7.27,42.00,24.63
1.500,0.050,36,7.62,41.56,24.59
1.500,0.060,55,4.53,45.11,24.82
1.500,0.070,62,10.29,40.44,25.37
1.500,0.080,78,11.09,39.78,25.43
1.500,0.090,95,11.76,38.44,25.10
1.500,0.100,112,12.29,38.89,25.59
1.500,0.110,129,13.13,37.56,25.34
1.500,0.120,145,14.87,36.44,25.66
1.600,0.010,4,2.98,55.33,29.16
1.600,0.020,10,4.96,47.33,26.14
1.600,0.030,15,7.62,40.89,24.26
1.600,0.040,24,8.27,41.56,24.91
1.600,0.050,38,7.11,42.67,24.89
1.600,0.060,55,6.11,44.22,25.17
1.600,0.070,63,11.84,38.89,25.37
1.600,0.080,79,12.89,38.22,25.56
1.600,0.090,98,12.42,38.00,25.21
1.600,0.100,119,10.24,41.11,25.68
1.600,0.110,130,15.69,35.11,25.40
1.600,0.120,151,14.20,37.56,25.88
1.700,0.010,4,3.13,55.33,29.23
1.700,0.020,10,5.40,46.89,26.14
1.700,0.030,15,8.42,40.44,24.43
1.700,0.040,23,10.62,39.11,24.87
1.700,0.050,38,8.62,41.78,25.20
1.700,0.060,46,16.04,34.67,25.36
1.700,0.070,69,8.87,42.44,25.66
1.700,0.080,76,18.38,33.33,25.86
1.700,0.090,100,13.56,37.56,25.56
1.700,0.100,120,12.20,40.00,26.10
1.700,0.110,141,10.93,40.00,25.47
1.700,0.120,154,15.11,36.44,25.78
1.800,0.010,8,1.13,57.11,29.12
1.800,0.020,9,6.96,45.56,26.26
1.800,0.030,15,9.00,40.00,24.50
1.800,0.040,25,8.91,40.67,24.79
1.800,0.050,38,9.91,40.67,25.29
1.800,0.060,59,5.64,45.56,25.60
1.800,0.070,72,8.24,43.78,26.01
1.800,0.080,79,18.22,32.67,25.44
1.800,0.090,99,16.80,34.44,25.62
1.800,0.100,118,16.76,36.00,26.38
1.800,0.110,143,12.36,38.67,25.51
1.800,0.120,171,8.00,44.89,26.44
1.900,0.010,8,1.18,57.11,29.14
1.900,0.020,10,5.87,46.44,26.16
1.900,0.030,16,8.07,41.56,24.81
1.900,0.040,25,10.18,39.56,24.87
1.900,0.050,39,10.27,40.22,25.24
1.900,0.060,56,9.13,42.67,25.90
1.900,0.070,76,7.53,44.89,26.21
1.900,0.080,89,11.84,40.00,25.92
1.900,0.090,110,10.73,40.44,25.59
1.900,0.100,119,18.51,33.56,26.03
1.900,0.110,147,12.02,38.89,25.46
1.900,0.120,175,8.04,44.67,26.36
