T1,T2,T3,FAR,FRR,EER
1.200,1.020,592,41.73,32.89,37.31
1.200,1.120,601,44.13,29.56,36.84
1.200,1.220,605,49.24,24.44,36.84
1.200,1.320,621,45.49,27.11,36.30
1.200,1.420,619,52.04,23.11,37.58
1.300,0.020,10,6.40,48.00,27.20
1.300,0.120,169,11.36,54.00,32.68
1.300,0.220,316,23.51,51.56,37.53
1.300,0.320,407,27.64,51.56,39.60
1.300,0.420,464,30.71,47.56,39.13
1.300,0.520,497,36.27,42.22,39.24
1.300,0.620,523,39.16,36.89,38.02
1.300,0.720,545,41.22,34.89,38.06
1.300,0.820,564,42.36,32.22,37.29
1.300,0.920,581,42.53,32.00,37.27
1.300,1.020,595,43.13,32.00,37.57
1.300,1.120,597,50.58,23.56,37.07
1.300,1.220,619,43.80,29.78,36.79
1.300,1.320,626,45.82,27.56,36.69
1.300,1.420,631,48.51,25.78,37.14
