T1,T2,T3,FAR,FRR,EER
0.70,0.13,179,15.02,38.22,26.62
0.70,0.14,196,16.98,37.56,27.27
0.70,0.15,222,15.64,41.11,28.38
0.70,0.16,223,22.93,35.33,29.13
0.70,0.17,273,13.84,46.44,30.14
0.70,0.18,280,19.11,42.89,31.00
0.70,0.19,292,21.84,40.22,31.03
0.80,0.01,18,19.36,39.56,29.46
0.80,0.02,19,20.76,32.44,26.60
0.80,0.03,29,17.96,32.89,25.42
0.80,0.04,34,18.51,29.78,24.14
0.80,0.05,37,21.58,29.78,25.68
0.80,0.06,68,12.78,37.56,25.17
0.80,0.07,74,14.87,34.67,24.77
0.80,0.08,87,17.53,32.67,25.10
0.80,0.09,100,19.00,31.56,25.28
0.80,0.10,110,24.49,26.89,25.69
0.80,0.11,153,14.04,37.11,25.58
0.80,0.12,170,16.51,36.67,26.59
0.80,0.13,200,12.51,40.67,26.59
0.80,0.14,215,16.31,38.89,27.60
0.80,0.15,222,22.47,33.78,28.12
0.80,0.16,272,12.53,44.67,28.60
0.80,0.17,300,11.33,48.44,29.89
0.80,0.18,306,16.80,44.00,30.40
0.80,0.19,320,20.18,41.78,30.98
0.90,0.01,18,20.07,37.78,28.92
0.90,0.02,30,14.93,38.00,26.47
0.90,0.03,30,18.22,32.22,25.22
0.90,0.04,34,19.91,29.11,24.51
0.90,0.05,50,16.40,34.67,25.53
0.90,0.06,68,14.38,35.33,24.86
0.90,0.07,74,17.58,32.22,24.90
0.90,0.08,95,17.98,32.44,25.21
0.90,0.09,109,18.80,31.11,24.96
0.90,0.10,141,14.38,35.33,24.86
0.90,0.11,155,17.13,33.11,25.12
0.90,0.12,184,15.33,38.44,26.89
0.90,0.13,200,17.24,36.89,27.07
0.90,0.14,228,16.64,37.56,27.10
0.90,0.15,256,15.80,40.00,27.90
0.90,0.16,274,17.58,40.67,29.12
0.90,0.17,320,11.49,47.56,29.52
0.90,0.18,320,18.62,42.00,30.31
0.90,0.19,337,20.36,41.56,30.96
